lead_LEADQUALIFYCATION,contact_Код ПВЗ,lead_Вес (грамм)*,lead_Объявленная ценность (руб),lead_будущие покупки,lead_Сумма наложенного платежа (руб),lead_ACTUAL-FORMAT,lead_responsible_user_id,lead_Тариф Доставки,lead_Линейная длина (см),lead_utm_content,lead_Дата создания сделки,contact_LTV,sale_date,lead_LTV,lead_FORMNAME,outcome_unknown,lead_loss_reason_id,lead_Дата получения денег на Р/С
,VLK92,794.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1767387600.0,8255.0,2026-01-03,,,False,,
,KLM4,760.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,8120.0,2026-01-03,,,False,,1768856400.0
,UU48,802.0,,подушка,,,MGR_0005,Экономичная посылка склад-склад,,702829935_5631600992_17251696009_type1_mobile_dzen.ru_none_0_205631600992_Ulan-Ude,1767301200.0,8290.0,2026-01-03,,consult,False,,1769374800.0
,KHAB21,794.0,,не известно,,,MGR_0001,Посылка склад-склад,,705510528_5687335106_17468494366_type1_mobile_yandex.ru_none_0_205687335106_Хабаровск,1767387600.0,,2026-01-03,,order_bak,False,,
a,NVR34,1414.0,,не известно,,,MGR_0005,Посылка склад-склад,,705973360_5695304212_17509554441_type1_mobile_dzen.ru_none_0_205695304212_Novorossiysk,1767387600.0,16898.0,2026-01-03,,consult,False,,1769979600.0
,ODN83,764.0,,шорты,,,MGR_0005,Посылка склад-склад,,701100090_5606059843_17113794472_type1_mobile_dsp.yandex.ru_none_0_205606059843_Odincovo,1767301200.0,8091.0,2026-01-03,,consult,False,,1768770000.0
,CHRK13,770.0,,не известно,,,MGR_0009,Посылка склад-склад,,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Moscow,1767387600.0,8095.0,2026-01-03,,,False,,
a,,1458.0,,унив повязка,,,MGR_0005,Посылка склад-дверь,,705973340_5695304160_17509554293_type1_mobile_com.coloros.phonemanager_none_0_205695304160_Kaliningrad,1767387600.0,18780.0,2026-01-03,,consult,False,,1768942800.0
a,NVM1,792.0,,не известно,,,MGR_0007,Посылка склад-склад,,705550122_5688026280_17471187114_type1_mobile_www.32cars.ru_none_0_205688026280_Сочи,1767387600.0,8220.0,2026-01-03,,order_bak,False,,1768770000.0
,,,6051.0,матрас,6051.0,,MGR_0005,Почта Посылка,30.0,705827372_5692524384_17494614362_type1_mobile_dzen.ru_none_0_205692524384_Talitsky sel&#039;sovet,1767387600.0,6051.0,2026-01-03,,consult,False,,
,TVR62,2706.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,21110.0,2026-01-03,,,False,,
,NKHB1,774.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,8120.0,2026-01-03,,,False,,1768856400.0
,,,8410.0,не известно,8410.0,,MGR_0001,Почта Посылка,40.0,705578964_5688527688_17473959518_type1_mobile_yandex.ru_none_0_205688527688_Подвязье,1767387600.0,8410.0,2026-01-03,,order,False,,
,PSHN14,790.0,,не известно,,,MGR_0009,Посылка склад-склад,,118448375_5546221530_16873296904_type1_mobile_dzen.ru_none_0_54381844977_Ставропольский край,1766955600.0,8140.0,2026-01-03,,,False,,1768770000.0
,,1304.0,,жилет,,,MGR_0005,Посылка склад-дверь,,705827372_5692524384_17494614359_type1_mobile_ria.ru_none_0_205692524384_Шарыпово,1767387600.0,,2026-01-03,,consult,False,,
,VLZ4,127.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1767301200.0,1950.0,2026-01-03,,,False,,
a,IVA4,1128.0,,не известно,,,MGR_0001,Посылка склад-склад,,705973362_5695304220_17509554470_type1_desktop_dzen.ru_none_0_205695304220_Ivangorod,1767387600.0,18037.0,2026-01-03,,consult,False,,1768856400.0
,YALT6,762.0,,матрас,,,MGR_0005,Посылка склад-склад,,705561651_5688259716_17472325197_type1_mobile_inosmi.ru_none_0_205688259716_Ялта,1767387600.0,,2026-01-03,,consult,False,,
,VLK102,774.0,,унив повязка,,,MGR_0005,Посылка склад-склад,,705561651_5688259716_17472325197_type1_mobile_m.dzen.ru_none_0_205688259716_Владивосток,1767387600.0,8480.0,2026-01-03,,consult,False,,1769115600.0
,CHEL14,1936.0,,не известно,,,MGR_0001,Посылка склад-склад,,703186539_5639509567_17280429384_type1_mobile_ru.t4ka.social.saransk_none_0_205639509567_Терновское сельское поселение,1767387600.0,,2026-01-03,,,False,,
,TKHV2,1878.0,,не известно,,,MGR_0007,Посылка склад-склад,,705473938_5686627596_17465599699_type1_mobile_kubnews.ru_none_0_205686627596_Санкт-Петербург,1765832400.0,19759.0,2026-01-03,,artraid-dem,False,,1768856400.0
,MSK328,1014.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,10360.0,2026-01-03,,,False,,1768770000.0
,,,7916.0,капсула,,,MGR_0009,Посылка склад-склад,40.0,,1767387600.0,7916.0,2026-01-03,,,False,,
,GRG2,778.0,,не известно,,,MGR_0001,Посылка склад-склад,,705007398_5678722719_17421059852_type1_mobile_none_premium_1_205678722719_Краснодар,1767387600.0,28070.0,2026-01-03,,,False,,1768770000.0
,RZN7,2088.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1767387600.0,17445.0,2026-01-03,,,False,,
a,TYUM188,570.0,,не известно,,,MGR_0009,Посылка склад-склад,,705546285_5687949486_17470918594_type1_desktop_dzen.ru_none_0_205687949486_Tyumen,1767387600.0,7724.0,2026-01-03,,consult,False,,
,KSD90,372.0,10065.0,не известно,10065.0,,MGR_0007,Посылка склад-склад,30.0,705458784_5686450289_17464107905_type1_mobile_ru.ria.ria_none_0_205686450289_Krasnodar,1767387600.0,,2026-01-03,,artraid-dem,False,,
a,TOM10,792.0,,не известно,,,MGR_0009,Посылка склад-склад,,705503330_5687235577_17467923068_type1_mobile_yandex.ru_none_0_205687235577_Богашёвское сельское поселение,1767387600.0,8370.0,2026-01-03,,consult,False,,
,,,8350.0,не известно,8350.0,,MGR_0001,Почта Посылка,40.0,702701943_5629625133_17240623969_type1_mobile_yandex.ru_none_0_205629625133_Палкино,1767387600.0,8350.0,2026-01-03,,order_bak,False,,
,,1200.0,,матрас,,,MGR_0005,Посылка склад-дверь,,705550968_5688030546_17471213492_type1_mobile_yandex.ru_none_0_205688030546_Казань,1767387600.0,18715.0,2026-01-03,,artraid-dem,False,,1768942800.0
,NAG1,4190.0,,подушка,,,MGR_0005,Посылка склад-склад,,705706404_5690343832_17483553882_type1_mobile_dzen.ru_none_0_205690343832_Ufa,1767128400.0,47964.0,2026-01-03,,consult,False,,1769461200.0
,NKZ70,770.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,,2026-01-03,,consult,False,,
,SPB1217,800.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767387600.0,8140.0,2026-01-03,,,False,,1768770000.0
,SHDR5,574.0,,не известно,,,MGR_0007,Посылка склад-склад,,705701229_5690318513_17483388345_type1_mobile_dzen.ru_none_0_205690318513_Himki,1767387600.0,5735.0,2026-01-03,,consult,False,,1769115600.0
,LIS1,578.0,,не известно,,,MGR_0001,Посылка склад-склад,,705561651_5688259716_17472325199_type1_mobile_www.chitalnya.ru_none_0_205688259716_Воронеж,1767387600.0,,2026-01-03,,consult,False,,
,,,18800.0,не известно,18800.0,,MGR_0009,Посылка склад-склад,40.0,705471307_5686607359_17465368122_type1_mobile_alternathistory.ru_none_0_205686607359_Якутск,1767387600.0,18800.0,2026-01-03,,artraid-dem,False,,1772226000.0
a,,,5750.0,не известно,5750.0,,MGR_0009,Посылка склад-склад,30.0,705973340_5695304160_17509554293_type1_mobile_yandex.ru_none_0_205695304160_Свердловская область,1767387600.0,5750.0,2026-01-03,,consult,False,,
,SLT6,546.0,,унив повязка,,,MGR_0005,Посылка склад-склад,,,1767387600.0,6230.0,2026-01-03,,,False,,1769115600.0
,MEL10,1472.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1767387600.0,20362.0,2026-01-03,,,False,,1768770000.0
,RSK2,864.0,,не известно,,,MGR_0005,Посылка склад-склад,,705640920_5689451493_17478895613_type1_mobile_progorod58.ru_none_0_205689451493_Москва,1766955600.0,,2026-01-03,,order,False,,
,BTS14,1600.0,,не известно,,,MGR_0001,Посылка склад-склад,,702701943_5629625133_17240623969_type1_mobile_yandex.ru_none_0_205629625133_Батайск,1767301200.0,15880.0,2026-01-03,,order_bak,False,,1769115600.0
a,,686.0,,не известно,,,MGR_0009,Посылка склад-дверь,,705828337_5692527143_17494628375_type1_desktop_ya.ru_none_0_205692527143_Саратов,1767301200.0,5770.0,2026-01-03,,consult,False,,1768770000.0
,KSK203,1464.0,,не известно,,,MGR_0006,Посылка склад-склад,,702103459_5621792063_17194334648_type1_mobile_com.indie.bustime_none_0_205621792063_Krasnoyarsk,1767474000.0,14910.0,2026-01-04,,order_bak,False,,1769029200.0
a,NKHD3,1486.0,,не известно,,,MGR_0006,Посылка склад-склад,,705668201_5689704146_17480582398_type1_mobile_progorod43.ru_none_0_205689704146_Екатериновское сельское поселение,1767474000.0,16965.0,2026-01-04,,order_bak,False,,1769374800.0
a,,468.0,,не известно,,,MGR_0010,Посылка склад-дверь,,705626765_5689332448_17478071796_type1_mobile_www.dailyshow.ru_none_0_205689332448_Тюмень,1767301200.0,6450.0,2026-01-04,,consult,False,,1768856400.0
a,KBSH2,1866.0,,не известно,,,MGR_0006,Посылка склад-склад,,705828304_5692527009_17494627250_type1_desktop_www.avito.ru_none_0_205692527009_Куйбышев,1767474000.0,19351.0,2026-01-04,,consult,False,,1769547600.0
,,314.0,4000.0,не известно,4000.0,,MGR_0003,Посылка склад-склад,21.0,705706473_5690344703_17483560152_type1_mobile_dzen.ru_none_0_205690344703_Vasil&#039;sursk,1767474000.0,4000.0,2026-01-04,,consult,False,,
,KHAB9,1138.0,,не известно,,,MGR_0006,Посылка склад-склад,,701100090_5606059843_17113794473_type1_mobile_ru.mail.mailapp_none_0_205606059843_Khabarovsk,1767387600.0,13280.0,2026-01-04,,consult,False,,1769547600.0
,MSK222,798.0,,не известно,,,MGR_0003,Посылка склад-склад,,Неизвестно,,23000.0,2026-01-04,,,False,,1768856400.0
,NVM8,1938.0,,не известно,,,MGR_0006,Посылка склад-склад,,705835502_5692898778_17495284242_type1_desktop_mail.ru_none_0_56271584061_Невинномысск,1767474000.0,13748.0,2026-01-04,,order,False,,1769547600.0
,,4050.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705550968_5688030546_17471213492_type1_desktop_yandex.ru_none_0_205688030546_Сельское поселение Ново-Ивановское,1767387600.0,,2026-01-04,,artraid-dem,False,,
a,VDN7,1126.0,,не известно,,,MGR_0006,Посылка склад-склад,,705973360_5695304212_17509554441_type1_mobile_ru.yandex.searchplugin_none_0_205695304212_Vidnoe,1767474000.0,,2026-01-04,,consult,False,,
a,,792.0,,унив повязка,,,MGR_0006,Посылка склад-дверь,,705550129_5688026286_17471187522_type1_tablet_dzen.ru_none_0_205688026286_Yaroslavl,1767474000.0,,2026-01-04,,order_bak,False,,
,MUR38,604.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1767387600.0,9180.0,2026-01-04,,,False,,1768942800.0
,,466.0,,не известно,,,MGR_0006,Посылка склад-дверь,,,1767474000.0,6403.0,2026-01-04,,,False,,1768942800.0
,,1234.0,18855.0,не известно,18855.0,,MGR_0003,Посылка склад-склад,30.0,,1766869200.0,52816.0,2026-01-04,,,False,,
,,984.0,,не известно,,,MGR_0003,Посылка склад-дверь,,705564671_5688303155_17472730245_type1_mobile_m.dzen.ru_none_0_205688303155_Химки,1766264400.0,75255.0,2026-01-04,,consult,False,,1768770000.0
,TYUM188,768.0,,не известно,,,MGR_0010,Посылка склад-склад,,705493173_5686963855_17467141653_type1_mobile_ru.ria.ria_none_0_205686963855_Tyumen,1767474000.0,8120.0,2026-01-04,,artraid-dem,False,,1768770000.0
a,VLK12,800.0,,не известно,,,MGR_0006,Посылка склад-склад,,705550129_5688026286_17471187525_type1_mobile_dzen.ru_none_0_205688026286_Vladivostok,1767474000.0,8485.0,2026-01-04,,order_bak,False,,1769547600.0
,DMD12,574.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1766005200.0,167290.0,2026-01-04,,,False,,1768770000.0
,RTSHCH1,572.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1767301200.0,,2026-01-04,,consult,False,,
,SPB1086,796.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1767474000.0,8090.0,2026-01-04,,,False,,1769115600.0
,OMS168,1364.0,,не известно,,,MGR_0003,Посылка склад-склад,,702103466_5621792100_17194334912_type1_desktop_tv.starhit.ru_none_0_205621792100_Новоалтайск,1767474000.0,58575.0,2026-01-04,,,False,,
,,,3810.0,не известно,3810.0,,MGR_0010,Почта Посылка,30.0,705472686_5686617319_17465481616_type1_desktop_www.yuga.ru_none_0_205686617319_Республика Крым,1767474000.0,3810.0,2026-01-04,,artraid-dem,False,,
,BLK5,798.0,,жилет,,,MGR_0006,Посылка склад-склад,,,1767474000.0,8090.0,2026-01-04,,,False,,1768856400.0
a,NLCH6,1218.0,,не известно,,,MGR_0006,Посылка склад-склад,,705579052_5688535377_17473978708_type1_desktop_yandex.ru_none_0_205688535377_Москва,1767474000.0,24190.0,2026-01-04,,consult,False,,1768942800.0
,MEL10,424.0,,не известно,,,MGR_0003,Посылка склад-склад,,,,20362.0,2026-01-04,,,False,,
a,ELT6,1470.0,,не известно,,,MGR_0006,Посылка склад-склад,,705973340_5695304160_17509554293_type1_mobile_com.secures.lettle.heme_none_0_205695304160_Elista,1767474000.0,14390.0,2026-01-04,,order_bak,False,,1768856400.0
,CHEL175,1802.0,,не известно,,,MGR_0006,Посылка склад-склад,,115509254_5632603232_17256366549_type1_mobile_m.povar.ru_none_0_205632603232_Челябинск,1767474000.0,18690.0,2026-01-04,,,False,,1769634000.0
a,SVT64,772.0,,не известно,,,MGR_0003,Посылка склад-склад,,705546285_5687949486_17470918594_type1_mobile_dsp.yandex.ru_none_0_205687949486_Simferopol,1767474000.0,,2026-01-04,,consult,False,,
a,SML8,950.0,,не известно,,,MGR_0006,Посылка склад-склад,,705626765_5689332448_17478071796_type1_desktop_tv.mail.ru_none_0_205689332448_Смоленск,1767474000.0,,2026-01-04,,order_bak,False,,
a,VLG30,1864.0,,не известно,,,MGR_0003,Посылка склад-склад,,705550122_5688026280_17471187114_type1_desktop_dzen.ru_none_0_205688026280_Волгоград,1767474000.0,18400.0,2026-01-04,,order_bak,False,,1769374800.0
,NN27,1820.0,,не известно,,,MGR_0006,Посылка склад-склад,,702829935_5631600992_17251638154_type1_mobile_yandex.ru_none_0_205631600992_Нижний Новгород,1767387600.0,18620.0,2026-01-04,,consult,False,,1768770000.0
,KLD4,3408.0,,не известно,,,MGR_0010,Посылка склад-склад,,705617786_5689283415_17477537033_type1_desktop_yandex.ru_none_0_205689283415_Калининград,1767474000.0,35710.0,2026-01-04,,consult,False,,1768770000.0
,MET3,1878.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1767387600.0,,2026-01-04,,consult,False,,
a,NSK85,1200.0,,не известно,,,MGR_0006,Посылка склад-склад,,705546285_5687949486_17470918594_type1_mobile_m.dzen.ru_none_0_205687949486_Новосибирск,1767474000.0,15465.0,2026-01-04,,order_bak,False,,1770152400.0
,TLT22,316.0,,не известно,,,MGR_0006,Посылка склад-склад,,705835502_5692898778_17495284242_type1_mobile_ru.ria.ria_none_0_56271584050_Togliatti,1767474000.0,3725.0,2026-01-04,,order,False,,1768770000.0
,,534.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705007398_5678722719_17421059854_type1_mobile_none_premium_1_56028878522_Чкаловск,1767474000.0,8345.0,2026-01-04,,,False,,1768856400.0
,MSK2272,562.0,,не известно,,,MGR_0010,Посылка склад-склад,,705473943_5686627630_17465599900_type1_tablet_yandex.ru_none_0_205686627630_Москва,1767474000.0,5635.0,2026-01-04,,artraid-dem,False,,1768770000.0
,,382.0,,не известно,,,MGR_0006,Посылка склад-дверь,,,1767474000.0,,2026-01-04,,,False,,
,CHKS11,576.0,,не известно,,,MGR_0003,Посылка склад-склад,,705701268_5690318665_17483390022_type1_mobile_dzen.ru_none_0_205690318665_Chaikovsky,1767474000.0,5670.0,2026-01-04,,consult,False,,1768770000.0
a,GLV4,796.0,,не известно,,,MGR_0003,Посылка склад-склад,,705508804_5687305149_17468348615_type1_desktop_dzen.ru_none_0_205687305149_Glazov,1766091600.0,8240.0,2026-01-04,,consult,False,,1768856400.0
,RSK2,466.0,,не известно,,,MGR_0010,Посылка склад-склад,,705706473_5690344703_17483560155_type1_mobile_yandex.ru_none_0_205690344703_Рассказово,1767474000.0,6140.0,2026-01-04,,consult,False,,1768856400.0
a,SVK7,1364.0,,не известно,,,MGR_0009,Посылка склад-склад,,705508804_5687305149_17468348613_type1_desktop_dzen.ru_none_0_205687305149_Seversk,1767560400.0,13730.0,2026-01-05,,consult,False,,1769115600.0
,KVSH1,800.0,,не известно,,,MGR_0009,Посылка склад-склад,,705473938_5686627596_17465599699_type1_mobile_otzovik.com_none_0_205686627596_Баранчинский,1767560400.0,,2026-01-05,,artraid-dem,False,,
,,,24720.0,не известно,24720.0,,MGR_0001,Почта Посылка,31.0,705827372_5692524384_17494614359_type1_mobile_dzen.ru_none_0_205692524384_Углегорск,1767560400.0,24720.0,2026-01-05,,consult,False,,
a,KRL60,1762.0,,не известно,,,MGR_0003,Посылка склад-склад,,705828304_5692527009_17494627250_type1_mobile_m.dzen.ru_none_0_205692527009_Королёв,1767560400.0,18400.0,2026-01-05,,consult,False,,1768770000.0
,VLD8,1476.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1767560400.0,14378.0,2026-01-05,,order_bak,False,,1768942800.0
a,PTG7,808.0,,не известно,,,MGR_0001,Посылка склад-склад,,705804153_5691995899_17492560444_type1_mobile_com.mi.globalbrowser_none_0_205691995899_Taganrog,1767560400.0,8170.0,2026-01-05,,order_bak,False,,1769029200.0
,SML15,1772.0,,не известно,,,MGR_0009,Посылка склад-склад,,,1767560400.0,21890.0,2026-01-05,,,False,,1768856400.0
,BOG1,1364.0,,не известно,,,MGR_0005,Посылка склад-склад,,,1767560400.0,,2026-01-05,,,False,,
a,MSK2389,2580.0,,не известно,,,MGR_0003,Посылка склад-склад,,705668324_5689704899_17480590166_type1_mobile_time-in.ru_none_0_205689704899_Москва,1767560400.0,,2026-01-05,,order_bak,False,,
a,BEK5,1344.0,,не известно,,,MGR_0009,Посылка склад-склад,,705804322_5691998107_17492561055_type1_mobile_ru.ok.android_none_0_205691998107_Berezovskiy,1767560400.0,13900.0,2026-01-05,,consult,False,,1769029200.0
,,,5770.0,не известно,5770.0,,MGR_0003,Посылка склад-склад,30.0,702103459_5621792063_17194334648_type1_mobile_dzen.ru_none_0_205621792063_Kumeni,1767560400.0,,2026-01-05,,consult,False,,
a,,,,не известно,,,MGR_0007,Почта Посылка 1 класса,,705508804_5687305149_17468348615_type1_mobile_kubnews.ru_none_0_205687305149_Хабаровск,1767560400.0,,2026-01-05,,consult,False,,
,,364.0,,не известно,,,MGR_0007,Посылка склад-дверь,,705471307_5686607359_17465368122_type1_mobile_ru.ok.android_none_0_205686607359_Krasnodar,1767560400.0,10365.0,2026-01-05,,artraid-dem,False,,1768942800.0
,SVE12,1806.0,,не известно,,,MGR_0009,Посылка склад-склад,,702829935_5631600992_17251695973_type1_mobile_yandex.ru_none_0_205631600992_Светогорск,1767560400.0,19833.0,2026-01-05,,consult,False,,1768942800.0
,VLZ24,403.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1767560400.0,3650.0,2026-01-05,,,False,,
,,,8370.0,не известно,8370.0,,MGR_0001,Почта Посылка,40.0,6849e4ca4062b1531dc7ffa0_6849e50198476635c64b51bd__{campaign_type}_{device_type}__{position_type}_{position}_{retargeting_id}_{region_name},1767128400.0,8370.0,2026-01-05,,,False,,
,SPA1,776.0,,не известно,,,MGR_0001,Посылка склад-склад,,705640924_5689451500_17478895643_type1_mobile_m.dzen.ru_none_0_205689451500_Городской округ Богородский,1767560400.0,18998.0,2026-01-05,,consult,False,,1768856400.0
,AGA2,606.0,,не известно,,,MGR_0009,Посылка склад-склад,,705804032_5691995513_17492528650_type1_tablet_dzen.ru_none_0_205691995513_Юкковское сельское поселение,1767560400.0,6440.0,2026-01-05,,consult,False,,1769461200.0
,MSK1381,84.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1767560400.0,3520.0,2026-01-05,,,False,,
,LSG6,4510.0,,не известно,,,MGR_0007,Посылка склад-склад,,705651707_5689545383_17479555519_type1_desktop_www.gazeta.ru_none_0_205689545383_Lesnoj Gorodok,1767560400.0,41958.0,2026-01-05,,order,False,,1768770000.0
,SST3,1580.0,,не известно,,,MGR_0009,Посылка склад-склад,,,,23179.0,2026-01-05,,,False,,1768942800.0
,,,8476.0,не известно,,,MGR_0007,Почта Посылка 1 класса,40.0,705007398_5678722719_17421059852_type1_mobile_none_premium_1_56028878533_Калининградская область,1767560400.0,8476.0,2026-01-05,,,False,,
,,,16500.0,матрас,16500.0,,MGR_0003,Посылка склад-склад,50.0,,1766005200.0,,2026-01-05,,,False,,
,,1462.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1767474000.0,19782.0,2026-01-05,,,False,,1769029200.0
,NIZH1,1082.0,,не известно,,,MGR_0001,Посылка склад-склад,,,,12080.0,2026-01-05,,,False,,1769029200.0
,GUD5,1542.0,,не известно,,,MGR_0009,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_www.osnmedia.ru_none_0_205621792100_Ufa,1767560400.0,16190.0,2026-01-05,,,False,,1768942800.0
a,YEKB51,716.0,,не известно,,,MGR_0003,Посылка склад-склад,,705626765_5689332448_17478071796_type1_mobile_kliwi.ru_none_0_205689332448_Екатеринбург,1767560400.0,9115.0,2026-01-05,,consult,False,,1768942800.0
a,RND85,800.0,,не известно,,,MGR_0001,Посылка склад-склад,,705550129_5688026286_17471187522_type1_mobile_reviews.yandex.ru_none_0_205688026286_Ростов-на-Дону,1767560400.0,,2026-01-05,,order_bak,False,,
,,,10110.0,не известно,10110.0,,MGR_0009,Посылка склад-склад,30.0,,1767560400.0,10110.0,2026-01-05,,,False,,
,IVT3,3672.0,,не известно,,,MGR_0003,Посылка склад-склад,,705835502_5692898778_17495284241_type1_mobile_com.flyingwhalegames.carout_none_0_56271584068_Ivanteevka,1767474000.0,27400.0,2026-01-05,,order,False,,1768942800.0
,KRV13,13450.0,,капсула,,,MGR_0023,Посылка склад-склад,,,,168817.0,2026-01-05,,,False,,
a,MSK618,1138.0,,не известно,,,MGR_0003,Посылка склад-склад,,705804153_5691995899_17492530138_type1_mobile_com.openmygame.games.android.wordpizza_none_0_205691995899_Moscow,1767387600.0,,2026-01-05,,order_bak,False,,
a,ALSH1,1688.0,,не известно,,,MGR_0009,Посылка склад-склад,,705804322_5691998107_17492561055_type1_desktop_mail.yandex.ru_none_0_205691998107_Алушта,1767560400.0,,2026-01-05,,consult,False,,
,,,3216.0,не известно,3216.0,,MGR_0006,Почта Посылка,30.0,705701229_5690318513_17483388345_type1_mobile_yandex.ru_none_0_205690318513_Екатеринбург,1767646800.0,,2026-01-06,,consult,False,,
a,KUR57,1464.0,,не известно,,,MGR_0005,Посылка склад-склад,,706114480_5697820156_17522527815_type1_mobile_m.dzen.ru_none_0_205697820156_Курган,1767646800.0,14400.0,2026-01-06,,order_bak,False,,1769029200.0
,MGD12,1124.0,,не известно,,,MGR_0010,Посылка склад-склад,,705510528_5687335106_17468494366_type1_mobile_stories-ru.apexnews-global.com_none_0_205687335106_Magadan,1767646800.0,12330.0,2026-01-06,,order_bak,False,,
a,BSK4,1418.0,,подушка,,,MGR_0005,Посылка склад-склад,,705549532_5688016463_17471130488_type1_mobile_dzen.ru_none_0_205688016463_Biysk,1767646800.0,14580.0,2026-01-06,,order_bak,False,,1769115600.0
a,REZH1,1130.0,,не известно,,,MGR_0010,Посылка склад-склад,,705973362_5695304222_17509554474_type1_desktop_dzen.ru_none_0_205695304222_Rezh,1767646800.0,10520.0,2026-01-06,,consult,False,,1768942800.0
,GKV2,478.0,,не известно,,,MGR_0006,Посылка склад-склад,,705993380_5695459909_17511638288_type1_mobile_poisknews.ru_none_0_205695459909_Гуково,1767646800.0,25600.0,2026-01-06,,consult,False,,1768942800.0
,KSD28,1808.0,,капсула,,,MGR_0006,Посылка склад-склад,,701745533_5617607717_17161722303_type1_desktop_none_other_4_55171824258_Краснодар,1767646800.0,18640.0,2026-01-06,,consult,False,,1769029200.0
a,,1130.0,,унив повязка,,,MGR_0006,Посылка склад-дверь,,at,1767646800.0,10601.0,2026-01-06,,order_bak,False,,1769461200.0
,,,8454.0,не известно,8454.0,,MGR_0006,Почта Посылка,40.0,705701229_5690318513_17483388345_type1_mobile_dzen.ru_none_0_205690318513_Первомайское сельское поселение,1767560400.0,8454.0,2026-01-06,,consult,False,,
a,SPB57,1248.0,,не известно,,,MGR_0006,Посылка склад-склад,,705550129_5688026286_17471187522_type1_mobile_smotrim.ru_none_0_205688026286_Мурино,1767646800.0,15311.0,2026-01-06,,order_bak,False,,1768942800.0
,MSK2146,284.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1766782800.0,5125.0,2026-01-06,,,False,,1768770000.0
,ODN12,288.0,,шлем,,,MGR_0006,Посылка склад-склад,,705165165_5680933201_17435241828_type1_mobile_m.dzen.ru_none_0_56064456910_Одинцово,1767646800.0,5141.0,2026-01-06,,consult,False,,1769029200.0
,SVD2,1792.0,,не известно,,,MGR_0008,Посылка склад-склад,,702103466_5621792104_17194334935_type1_mobile_ru.ok.android_none_0_205621792104_Svetlograd,1767646800.0,19833.0,2026-01-06,,order_bak,False,,1768942800.0
,KTN16,974.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1766350800.0,10531.0,2026-01-06,,,False,,1768770000.0
,MSK599,1656.0,,матрас,,,MGR_0006,Посылка склад-склад,,702829680_5631593580_17251575490_type1_mobile_yandex.ru_none_0_55445950758_Москва,1767301200.0,,2026-01-06,,order_bak,False,,
,TLT21,1272.0,,не известно,,,MGR_0010,Посылка склад-склад,,,1767646800.0,16789.0,2026-01-06,,,False,,1769374800.0
a,MAY1,2142.0,,не известно,,,MGR_0006,Посылка склад-склад,,706114480_5697820156_17522527823_type1_mobile_ru.yandex.weatherplugin_none_0_205697820156_maykop,1767646800.0,20205.0,2026-01-06,,error,False,,1769029200.0
a,TEM2,558.0,,подушка,,,MGR_0006,Посылка склад-склад,,705828337_5692527143_17494628375_type1_mobile_dzen.ru_none_0_205692527143_Artyomovsky,1767646800.0,9026.0,2026-01-06,,consult,False,,1768942800.0
,NKHD10,796.0,,не известно,,,MGR_0006,Посылка склад-склад,,702467952_5626407414_17224744124_type1_mobile_m.dzen.ru_none_0_205626407414_Находка,1767646800.0,8415.0,2026-01-06,,,False,,1769634000.0
,KVSH1,794.0,,не известно,,,MGR_0006,Посылка склад-склад,,705473938_5686627596_17465599699_type1_mobile_otzovik.com_none_0_205686627596_Баранчинский,1767560400.0,8166.0,2026-01-06,,artraid-dem,False,,1769374800.0
,BOD2,1486.0,,не известно,,,MGR_0006,Посылка склад-склад,,705493066_5686958978_17467132074_type1_mobile_www.maximonline.ru_none_0_205686958978_Уральский федеральный округ,1767646800.0,14420.0,2026-01-06,,artraid-dem,False,,1769115600.0
,YARS15,826.0,,не известно,,,MGR_0010,Посылка склад-склад,,,1767646800.0,8060.0,2026-01-06,,,False,,1769029200.0
,DZZH1,2150.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1767560400.0,,2026-01-06,,,False,,
