row_id,contact_loyalty,lead_items_count,lead_total_quantity,lead_total_cost_from_composition,lead_has_health_supplement,lead_has_pillow,lead_has_mattress,lead_has_brace,lead_has_footwear,lead_has_accessory,lead_has_health_product,lead_categories_count,lead_has_linear_width,lead_linear_width,lead_discount_category,lead_discount,sale_hour,sale_dayofweek,sale_month,sale_ts,lead_source,timedelta_between_sale_and_creation,lead_created_ts,lead_created_dayofweek,lead_created_hour,lead_created_month,lead_has_shipping_cost,lead_shipping_cost,lead_has_length,lead_length,lead_price,lead_pipeline_id
9525,regular,3,3,12923,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,13,4,9,2025-09-26 13:12:18,unknown,669,2025-09-26 13:01:09,4,13,9,0,-1.0,1,31.0,12923,6892026
9526,regular,2,2,1470,0,1,0,0,0,0,0,1,0,-1.0,medium,15.0,13,4,9,2025-09-26 13:19:22,unknown,5751,2025-09-26 11:43:31,4,11,9,0,-1.0,1,30.0,1470,6892026
9527,new,2,3,6595,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,4,9,2025-09-26 13:29:31,unknown,6034,2025-09-26 11:48:57,4,11,9,0,-1.0,1,40.0,12890,6892026
9528,new,2,3,6896,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,4,9,2025-09-26 13:34:18,unknown,3610,2025-09-26 12:34:08,4,12,9,0,-1.0,1,40.0,13187,6892026
9529,new,3,4,12627,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,13,4,9,2025-09-26 13:39:15,unknown,2364,2025-09-26 12:59:51,4,12,9,0,-1.0,1,50.0,20252,6892026
9530,new,2,2,5950,0,0,0,0,0,1,0,1,1,30.0,unknown,-1.0,13,4,9,2025-09-26 13:45:17,unknown,3898,2025-09-26 12:40:19,4,12,9,1,747.05,0,-1.0,5950,6892026
9531,new,2,2,3560,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,13,4,9,2025-09-26 13:48:15,unknown,3798,2025-09-26 12:44:57,4,12,9,0,-1.0,1,30.0,3560,6892026
9532,new,2,2,7677,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,4,9,2025-09-26 14:08:21,npotpz.ru,1315348,2025-09-11 08:45:53,3,8,9,0,-1.0,1,40.0,7677,6892026
9533,new,2,9,1382,0,0,0,0,0,0,1,1,0,-1.0,unknown,-1.0,14,4,9,2025-09-26 14:11:21,unknown,937,2025-09-26 13:55:44,4,13,9,0,-1.0,1,27.0,6580,6892026
9534,new,2,3,8098,0,0,0,1,0,0,0,1,1,14.0,unknown,-1.0,14,4,9,2025-09-26 14:19:19,unknown,5947,2025-09-26 12:40:12,4,12,9,1,1267.3,0,-1.0,15756,6892026
9535,new,2,2,7606,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,4,9,2025-09-26 14:37:14,unknown,82614,2025-09-25 15:40:20,3,15,9,0,-1.0,1,40.0,7606,6892026
9536,unknown,2,3,8670,0,0,0,0,1,0,0,1,1,30.0,unknown,-1.0,14,4,9,2025-09-26 14:43:12,unknown,2959,2025-09-26 13:53:53,4,13,9,1,1206.5,0,-1.0,16500,6892026
9537,new,2,3,6926,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,4,9,2025-09-26 14:43:12,npotpz.ru,2959,2025-09-26 13:53:53,4,13,9,0,-1.0,1,40.0,13217,6892026
9538,unknown,2,2,7495,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,14,4,9,2025-09-26 14:53:13,npotpz.ru,4419,2025-09-26 13:39:34,4,13,9,1,809.9,0,-1.0,7495,6892026
9539,new,3,3,3290,0,1,0,0,0,1,0,2,0,-1.0,unknown,-1.0,15,4,9,2025-09-26 15:03:23,unknown,1012,2025-09-26 14:46:31,4,14,9,0,-1.0,1,30.0,3290,6892026
9540,new,2,2,4545,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,15,4,9,2025-09-26 15:23:16,unknown,1580,2025-09-26 14:56:56,4,14,9,0,-1.0,1,30.0,4545,6892026
9541,unknown,2,2,7475,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,15,4,9,2025-09-26 15:39:11,unknown,293206,2025-09-23 06:12:25,1,6,9,1,824.04,0,-1.0,7475,6892026
9542,new,4,4,26860,0,0,1,1,0,0,0,2,0,-1.0,unknown,-1.0,15,4,9,2025-09-26 15:43:10,unknown,1631,2025-09-26 15:15:59,4,15,9,0,-1.0,1,35.0,26860,6892026
9543,new,2,2,7310,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,16,4,9,2025-09-26 16:17:10,unknown,5905081,2025-07-20 07:59:09,6,7,7,0,-1.0,1,40.0,7310,6892026
9544,new,2,2,7360,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,16,4,9,2025-09-26 16:24:19,Органика,632690,2025-09-19 08:39:29,4,8,9,0,-1.0,1,40.0,7360,6892026
9545,new,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,17,4,9,2025-09-26 17:20:45,unknown,995,2025-09-26 17:04:10,4,17,9,0,-1.0,1,40.0,7340,6892026
9546,new,3,4,10759,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,5,5,9,2025-09-27 05:59:07,unknown,29235,2025-09-26 21:51:52,4,21,9,0,-1.0,1,40.0,16700,6892026
9547,unknown,2,2,7500,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,5,9,2025-09-27 06:20:13,unknown,2916,2025-09-27 05:31:37,5,5,9,0,-1.0,1,40.0,7500,6892026
9548,unknown,3,3,25296,0,0,1,0,0,1,0,2,0,-1.0,unknown,-1.0,6,5,9,2025-09-27 06:56:09,unknown,1205320,2025-09-13 08:07:29,5,8,9,0,-1.0,1,35.0,25296,6892026
9549,new,2,2,9970,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,7,5,9,2025-09-27 07:04:31,unknown,2536,2025-09-27 06:22:15,5,6,9,1,990.58,0,-1.0,9970,6892026
9550,unknown,2,3,6711,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,7,5,9,2025-09-27 07:20:15,unknown,2451,2025-09-27 06:39:24,5,6,9,0,-1.0,1,40.0,13002,6892026
9551,regular,2,3,6761,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,7,5,9,2025-09-27 07:39:12,unknown,4757,2025-09-27 06:19:55,5,6,9,0,-1.0,1,40.0,13052,6892026
9552,new,2,2,6991,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,7,5,9,2025-09-27 07:39:12,unknown,409738,2025-09-22 13:50:14,0,13,9,0,-1.0,1,40.0,6991,6892026
9553,regular,3,4,13728,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,7,5,9,2025-09-27 07:58:13,unknown,1650,2025-09-27 07:30:43,5,7,9,0,-1.0,1,40.0,21801,6892026
9554,new,2,2,7440,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,5,9,2025-09-27 08:21:28,unknown,1232,2025-09-27 08:00:56,5,8,9,0,-1.0,1,40.0,7440,6892026
9555,unknown,2,2,8903,0,0,0,1,0,0,0,1,0,-1.0,small,10.0,8,5,9,2025-09-27 08:53:13,unknown,1264,2025-09-27 08:32:09,5,8,9,0,-1.0,1,40.0,8903,6892026
9556,new,2,3,8773,0,0,0,1,0,0,0,1,0,-1.0,small,10.0,8,5,9,2025-09-27 08:54:13,unknown,3581,2025-09-27 07:54:32,5,7,9,0,-1.0,1,40.0,16846,6892026
9557,unknown,3,4,11249,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,10,5,9,2025-09-27 10:11:14,unknown,19164,2025-09-27 04:51:50,5,4,9,0,-1.0,0,-1.0,17190,6892026
9558,new,2,2,9100,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,10,5,9,2025-09-27 10:18:15,unknown,1091,2025-09-27 10:00:04,5,10,9,0,-1.0,1,30.0,9100,6892026
9559,new,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,5,9,2025-09-27 10:44:12,unknown,2130,2025-09-27 10:08:42,5,10,9,0,-1.0,1,40.0,7340,6892026
9560,new,3,4,8528,0,0,0,0,1,1,0,2,0,-1.0,small,10.0,11,5,9,2025-09-27 11:29:27,unknown,3641,2025-09-27 10:28:46,5,10,9,0,-1.0,1,40.0,16358,6892026
9561,new,3,4,12538,0,0,0,1,1,0,0,2,0,-1.0,small,10.0,12,5,9,2025-09-27 12:30:20,unknown,5325,2025-09-27 11:01:35,5,11,9,0,-1.0,1,48.0,20611,6892026
9562,unknown,2,2,7835,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,13,5,9,2025-09-27 13:10:14,npotpz.ru,2628,2025-09-27 12:26:26,5,12,9,1,879.33,0,-1.0,7835,6892026
9563,regular,2,2,9105,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,13,5,9,2025-09-27 13:11:15,npotpz.ru,1288,2025-09-27 12:49:47,5,12,9,0,-1.0,1,30.0,9105,6892026
9564,unknown,3,3,11725,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,5,9,2025-09-27 13:24:28,unknown,2059,2025-09-27 12:50:09,5,12,9,0,-1.0,1,40.0,11725,6892026
9565,unknown,3,4,6765,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,5,9,2025-09-27 13:34:11,unknown,5241,2025-09-27 12:06:50,5,12,9,0,-1.0,1,40.0,13060,6892026
9566,unknown,2,2,5125,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,5,9,2025-09-27 13:39:10,unknown,3451076,2025-08-18 15:01:14,0,15,8,0,-1.0,1,30.0,5125,6892026
9567,new,3,3,13740,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,13,5,9,2025-09-27 13:45:14,npotpz.ru,3406,2025-09-27 12:48:28,5,12,9,0,-1.0,1,32.0,13740,6892026
9568,new,2,2,7355,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,5,9,2025-09-27 14:03:25,npotpz.ru,1063,2025-09-27 13:45:42,5,13,9,0,-1.0,1,40.0,7355,6892026
9569,regular,3,3,14500,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,5,9,2025-09-27 14:26:22,unknown,1914,2025-09-27 13:54:28,5,13,9,0,-1.0,1,40.0,14500,6892026
9570,unknown,2,2,7464,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,5,9,2025-09-27 14:44:09,unknown,2165,2025-09-27 14:08:04,5,14,9,0,-1.0,1,40.0,7464,6892026
9571,unknown,2,3,8230,0,0,0,0,1,0,0,1,1,33.0,unknown,-1.0,15,5,9,2025-09-27 15:08:15,unknown,3220030,2025-08-21 08:41:05,3,8,8,1,1219.66,0,-1.0,16060,6892026
9572,regular,5,7,10833,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,16,5,9,2025-09-27 16:15:09,unknown,15137,2025-09-27 12:02:52,5,12,9,0,-1.0,1,40.0,17795,6892026
9573,new,4,4,11800,0,0,0,1,1,1,0,3,1,30.0,unknown,-1.0,16,5,9,2025-09-27 16:31:06,unknown,1708,2025-09-27 16:02:38,5,16,9,1,1191.02,0,-1.0,11800,6892026
9574,new,2,3,6320,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,16,5,9,2025-09-27 16:40:11,unknown,6796,2025-09-27 14:46:55,5,14,9,0,-1.0,1,40.0,12270,6892026
9575,unknown,2,2,6991,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,16,5,9,2025-09-27 16:51:07,unknown,1716,2025-09-27 16:22:31,5,16,9,1,784.39,0,-1.0,6991,6892026
9576,new,2,3,6781,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,6,9,2025-09-28 06:21:17,unknown,44226,2025-09-27 18:04:11,5,18,9,0,-1.0,1,40.0,13072,6892026
9577,new,2,2,9300,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,6,9,2025-09-28 06:25:14,unknown,1615,2025-09-28 05:58:19,6,5,9,0,-1.0,1,40.0,9300,6892026
9578,new,2,2,9452,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,6,9,2025-09-28 06:35:11,unknown,38973,2025-09-27 19:45:38,5,19,9,0,-1.0,1,40.0,9452,6892026
9579,unknown,3,4,11028,0,0,0,1,1,0,0,2,0,-1.0,medium,15.0,6,6,9,2025-09-28 06:48:10,unknown,1962,2025-09-28 06:15:28,6,6,9,0,-1.0,0,-1.0,16970,6892030
9580,new,2,3,8480,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,7,6,9,2025-09-28 07:20:23,unknown,11624,2025-09-28 04:06:39,6,4,9,0,-1.0,1,40.0,16310,6892026
9581,new,3,4,9070,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,7,6,9,2025-09-28 07:34:11,unknown,1283,2025-09-28 07:12:48,6,7,9,0,-1.0,1,35.0,13270,6892026
9582,unknown,3,4,8420,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,6,9,2025-09-28 08:06:24,unknown,4769,2025-09-28 06:46:55,6,6,9,0,-1.0,1,47.0,16490,6892026
9583,loyal,2,2,31030,0,0,1,0,0,0,0,1,0,-1.0,medium,20.0,8,6,9,2025-09-28 08:09:25,unknown,1650372,2025-09-09 05:43:13,1,5,9,0,-1.0,1,35.0,31030,6892026
9584,new,2,2,7570,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,6,9,2025-09-28 08:10:20,unknown,782,2025-09-28 07:57:18,6,7,9,0,-1.0,1,40.0,7570,6892026
9585,regular,3,3,5810,0,1,0,1,0,0,0,2,0,-1.0,unknown,-1.0,8,6,9,2025-09-28 08:19:22,unknown,262461,2025-09-25 07:25:01,3,7,9,0,-1.0,1,30.0,5810,6892026
9586,new,2,2,7010,0,0,0,1,0,0,0,1,0,-1.0,small,5.0,8,6,9,2025-09-28 08:33:13,unknown,792636,2025-09-19 04:22:37,4,4,9,0,-1.0,1,40.0,7010,6892026
9587,new,2,2,7440,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,6,9,2025-09-28 08:38:27,unknown,1904,2025-09-28 08:06:43,6,8,9,0,-1.0,1,40.0,7440,6892026
9588,regular,2,2,7020,0,0,0,1,0,0,0,1,0,-1.0,small,5.0,9,6,9,2025-09-28 09:29:27,unknown,3267337,2025-08-21 13:53:50,3,13,8,0,-1.0,1,40.0,7020,6892026
9589,new,2,3,6981,0,0,0,1,0,0,0,1,0,-1.0,small,10.0,9,6,9,2025-09-28 09:52:53,unknown,2168,2025-09-28 09:16:45,6,9,9,0,-1.0,1,40.0,13272,6892026
9590,unknown,2,2,7570,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,9,6,9,2025-09-28 09:56:11,npotpz.ru,1476,2025-09-28 09:31:35,6,9,9,0,-1.0,1,40.0,7570,6892026
9591,regular,2,2,5629,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,10,6,9,2025-09-28 10:03:18,unknown,799,2025-09-28 09:49:59,6,9,9,0,-1.0,1,35.0,5629,6892026
9592,new,2,2,7440,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,6,9,2025-09-28 10:38:12,unknown,2429,2025-09-28 09:57:43,6,9,9,0,-1.0,1,40.0,7440,6892026
9593,new,3,3,7360,0,1,0,1,0,1,0,3,0,-1.0,unknown,-1.0,10,6,9,2025-09-28 10:46:12,npotpz.ru,258998,2025-09-25 10:49:34,3,10,9,0,-1.0,1,40.0,7360,6892026
9594,new,3,3,11029,0,0,0,0,1,1,0,2,0,-1.0,unknown,-1.0,11,6,9,2025-09-28 11:09:19,unknown,249311,2025-09-25 13:54:08,3,13,9,0,-1.0,1,30.0,11029,6892026
9595,unknown,3,4,11078,0,0,0,1,1,0,0,2,0,-1.0,medium,15.0,11,6,9,2025-09-28 11:09:20,npotpz.ru,9510006,2025-06-10 09:29:14,1,9,6,0,-1.0,1,40.0,17020,6892026
9596,new,2,2,8100,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,11,6,9,2025-09-28 11:30:19,unknown,1998,2025-09-28 10:57:01,6,10,9,0,-1.0,1,40.0,8100,6892026
9597,new,2,2,7340,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,11,6,9,2025-09-28 11:52:12,unknown,1627,2025-09-28 11:25:05,6,11,9,0,-1.0,1,40.0,7340,6892026
9598,new,2,2,7415,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,12,6,9,2025-09-28 12:12:26,unknown,991,2025-09-28 11:55:55,6,11,9,0,-1.0,1,40.0,7415,6892026
9599,regular,2,12,1040,0,0,0,0,0,0,1,1,0,-1.0,medium,15.0,12,6,9,2025-09-28 12:19:16,unknown,587,2025-09-28 12:09:29,6,12,9,0,-1.0,1,21.0,6540,6892026
9600,new,2,3,6741,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,6,9,2025-09-28 13:15:34,unknown,1318,2025-09-28 12:53:36,6,12,9,0,-1.0,1,40.0,13032,6892026
9601,new,3,4,6645,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,6,9,2025-09-28 13:23:29,unknown,6368,2025-09-28 11:37:21,6,11,9,0,-1.0,1,40.0,12940,6892026
9602,new,2,2,7370,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,13,6,9,2025-09-28 13:55:11,unknown,3666,2025-09-28 12:54:05,6,12,9,0,-1.0,1,40.0,7370,6892026
9603,regular,2,3,6775,0,0,0,1,0,0,0,1,0,-1.0,small,10.0,14,6,9,2025-09-28 14:34:10,unknown,1336,2025-09-28 14:11:54,6,14,9,0,-1.0,1,40.0,13070,6892026
9604,new,2,2,9100,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,14,6,9,2025-09-28 14:38:10,unknown,7403,2025-09-28 12:34:47,6,12,9,0,-1.0,1,30.0,9100,6892026
9605,regular,2,2,7390,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,14,6,9,2025-09-28 14:56:09,artraid.info,4850,2025-09-28 13:35:19,6,13,9,0,-1.0,1,30.0,7390,6892026
9606,new,2,2,7700,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,15,6,9,2025-09-28 15:09:12,unknown,3151,2025-09-28 14:16:41,6,14,9,0,-1.0,1,40.0,7700,6892026
9607,unknown,4,4,15570,0,0,0,1,1,1,0,3,0,-1.0,unknown,-1.0,15,6,9,2025-09-28 15:10:12,unknown,3640,2025-09-28 14:09:32,6,14,9,0,-1.0,1,40.0,15570,6892026
9608,new,2,2,7660,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,15,6,9,2025-09-28 15:25:10,unknown,33630,2025-09-28 06:04:40,6,6,9,0,-1.0,1,40.0,7660,6892026
9609,new,3,4,8360,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,16,6,9,2025-09-28 16:49:07,unknown,3070,2025-09-28 15:57:57,6,15,9,0,-1.0,1,40.0,16190,6892026
9610,new,2,2,1500,0,1,0,0,0,0,0,1,0,-1.0,unknown,-1.0,16,6,9,2025-09-28 16:54:09,unknown,6684736,2025-07-13 08:01:53,6,8,7,0,-1.0,1,30.0,1500,6892026
9611,new,3,4,6695,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,17,6,9,2025-09-28 17:05:07,unknown,1151,2025-09-28 16:45:56,6,16,9,0,-1.0,1,40.0,12990,6892026
9612,unknown,2,2,9657,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,17,6,9,2025-09-28 17:15:10,unknown,1131,2025-09-28 16:56:19,6,16,9,0,-1.0,1,40.0,9657,6892026
9613,new,2,2,9490,0,0,0,1,0,0,0,1,0,-1.0,small,5.0,17,6,9,2025-09-28 17:24:17,npotpz.ru,1806,2025-09-28 16:54:11,6,16,9,0,-1.0,1,40.0,9490,6892026
9614,unknown,2,2,4740,0,0,0,1,0,0,0,1,1,22.0,unknown,-1.0,5,0,9,2025-09-29 05:49:09,unknown,17307,2025-09-29 01:00:42,0,1,9,1,732.83,0,-1.0,4740,6892026
9615,new,2,2,14050,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,0,9,2025-09-29 05:51:08,unknown,1548,2025-09-29 05:25:20,0,5,9,0,-1.0,1,50.0,14050,9222114
9616,new,2,2,7490,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,5,0,9,2025-09-29 05:58:10,unknown,3856,2025-09-29 04:53:54,0,4,9,0,-1.0,1,40.0,7490,6892026
9617,new,2,2,7360,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,6,0,9,2025-09-29 06:03:19,unknown,1792273,2025-09-08 12:12:06,0,12,9,0,-1.0,1,40.0,7360,6892026
9618,regular,2,2,7790,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,6,0,9,2025-09-29 06:20:16,unknown,1739,2025-09-29 05:51:17,0,5,9,1,814.9,0,-1.0,7790,6892026
9619,loyal,6,6,15212,0,1,0,0,1,1,0,3,0,-1.0,medium,15.0,6,0,9,2025-09-29 06:47:17,unknown,741,2025-09-29 06:34:56,0,6,9,0,-1.0,1,40.0,15212,6892026
9620,new,3,3,14868,0,0,0,1,1,0,0,2,0,-1.0,small,10.0,6,0,9,2025-09-29 06:52:15,unknown,3127,2025-09-29 06:00:08,0,6,9,0,-1.0,1,40.0,14868,6892026
9621,new,2,2,3310,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,6,0,9,2025-09-29 06:58:15,unknown,1819,2025-09-29 06:27:56,0,6,9,0,-1.0,1,30.0,3310,6892026
9622,new,2,2,8655,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,7,0,9,2025-09-29 07:46:15,artraid.info,46145,2025-09-28 18:57:10,6,18,9,0,-1.0,1,30.0,8655,6892026
9623,unknown,2,2,9450,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,7,0,9,2025-09-29 07:48:17,unknown,76939,2025-09-28 10:25:58,6,10,9,1,829.82,0,-1.0,9450,6892026
9624,new,2,2,7830,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,7,0,9,2025-09-29 07:53:16,unknown,2267450,2025-09-03 02:02:26,2,2,9,0,-1.0,1,40.0,7830,6892026
9625,regular,2,2,1950,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,7,0,9,2025-09-29 07:56:19,unknown,1727741,2025-09-09 08:00:38,1,8,9,0,-1.0,1,30.0,1950,6892026
9626,new,5,5,18490,0,1,0,1,0,0,0,2,0,-1.0,unknown,-1.0,8,0,9,2025-09-29 08:08:13,unknown,4083,2025-09-29 07:00:10,0,7,9,0,-1.0,1,40.0,27460,6892026
9627,new,2,2,7390,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,8,0,9,2025-09-29 08:35:18,unknown,2056,2025-09-29 08:01:02,0,8,9,0,-1.0,1,40.0,7390,6892026
9628,regular,2,2,5408,0,0,0,0,1,0,0,1,0,-1.0,small,5.0,8,0,9,2025-09-29 08:45:18,unknown,1998140,2025-09-06 05:42:58,5,5,9,0,-1.0,1,30.0,5408,6892026
9629,new,3,4,7491,0,0,0,1,0,1,0,2,0,-1.0,unknown,-1.0,9,0,9,2025-09-29 09:16:11,unknown,1327,2025-09-29 08:54:04,0,8,9,0,-1.0,1,40.0,14481,6892026
9630,new,3,4,11028,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,9,0,9,2025-09-29 09:49:07,unknown,711194,2025-09-21 04:15:53,6,4,9,0,-1.0,1,40.0,16970,6892026
9631,new,2,2,3465,0,0,0,0,0,1,0,1,0,-1.0,unknown,-1.0,9,0,9,2025-09-29 09:53:18,unknown,1953,2025-09-29 09:20:45,0,9,9,0,-1.0,1,30.0,3465,6892026
9632,unknown,2,2,7750,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,10,0,9,2025-09-29 10:05:43,unknown,2166,2025-09-29 09:29:37,0,9,9,1,787.28,0,-1.0,7750,6892026
9633,loyal,4,5,5700,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,10,0,9,2025-09-29 10:17:21,unknown,4702804,2025-08-05 23:57:17,1,23,8,0,-1.0,1,30.0,8100,6892026
9634,unknown,3,3,4990,0,0,0,0,1,1,0,2,1,21.0,unknown,-1.0,10,0,9,2025-09-29 10:58:08,unknown,11919,2025-09-29 07:39:29,0,7,9,1,602.99,0,-1.0,4990,6892026
9635,regular,2,2,7490,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,11,0,9,2025-09-29 11:17:23,unknown,865787,2025-09-19 10:47:36,4,10,9,1,804.69,0,-1.0,7490,6892026
9636,regular,3,4,10503,0,0,0,1,1,0,0,2,0,-1.0,medium,15.0,11,0,9,2025-09-29 11:18:21,unknown,742,2025-09-29 11:05:59,0,11,9,0,-1.0,1,40.0,16445,6892026
9637,regular,2,2,7310,0,0,0,1,0,0,0,1,0,-1.0,unknown,-1.0,11,0,9,2025-09-29 11:30:25,unknown,1812416,2025-09-08 12:03:29,0,12,9,0,-1.0,1,40.0,7310,6892026
9638,new,2,2,7595,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,11,0,9,2025-09-29 11:50:20,unknown,8332,2025-09-29 09:31:28,0,9,9,1,910.36,0,-1.0,7595,6892026
9639,unknown,2,2,7730,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,11,0,9,2025-09-29 11:57:19,unknown,975,2025-09-29 11:41:04,0,11,9,1,879.46,0,-1.0,7730,6892026
9640,regular,2,2,16610,0,1,0,0,0,0,0,1,0,-1.0,medium,15.0,12,0,9,2025-09-29 12:25:25,unknown,665,2025-09-29 12:14:20,0,12,9,0,-1.0,1,21.0,16610,6892026
9641,new,2,3,8685,0,0,0,1,0,0,0,1,0,-1.0,small,10.0,12,0,9,2025-09-29 12:36:16,unknown,12134,2025-09-29 09:14:02,0,9,9,0,-1.0,1,40.0,16760,6892026
9642,regular,3,4,46840,0,0,0,0,0,1,0,1,0,-1.0,large,30.0,12,0,9,2025-09-29 12:52:17,unknown,1799925,2025-09-08 16:53:32,0,16,9,0,-1.0,1,40.0,89890,6892026
9643,new,3,3,11970,0,0,0,1,1,0,0,2,0,-1.0,unknown,-1.0,13,0,9,2025-09-29 13:02:29,unknown,1494,2025-09-29 12:37:35,0,12,9,0,-1.0,1,40.0,11970,6892026
9644,new,3,3,16590,0,0,0,0,0,1,0,1,0,-1.0,small,10.0,13,0,9,2025-09-29 13:12:23,npotpz.ru,6077049,2025-07-21 05:08:14,0,5,7,0,-1.0,1,50.0,16590,6892026
9645,vip,3,8,1424,1,0,0,0,0,0,1,2,0,-1.0,unknown,-1.0,13,0,9,2025-09-29 13:23:28,unknown,1343,2025-09-29 13:01:05,0,13,9,0,-1.0,1,17.0,4187,6892026
9646,unknown,2,2,9595,0,0,0,1,0,0,0,1,1,30.0,unknown,-1.0,13,0,9,2025-09-29 13:24:32,unknown,2560,2025-09-29 12:41:52,0,12,9,1,1006.93,0,-1.0,9595,6892026
9647,regular,5,6,12618,0,0,0,1,1,0,0,2,0,-1.0,large,30.0,13,0,9,2025-09-29 13:39:14,unknown,5967,2025-09-29 11:59:47,0,11,9,0,-1.0,1,40.0,17511,6892026
9648,new,2,2,5560,0,0,0,0,1,0,0,1,0,-1.0,unknown,-1.0,14,0,9,2025-09-29 14:02:08,unknown,3682,2025-09-29 13:00:46,0,13,9,0,-1.0,1,40.0,5560,6892026
9649,new,2,2,7270,0,0,0,1,0,0,0,1,0,-1.0,small,5.0,14,0,9,2025-09-29 14:15:26,unknown,2500,2025-09-29 13:33:46,0,13,9,0,-1.0,1,40.0,7270,6892026
